Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2
1188,F,1304,LFPG,EKBI,AFR99ME  ,Z,E170   ,Z  ,FHBXE    ,,240115,AA55351227,,,,,,,,
1195,F,1348,LFPG,KMSP,DAL153   ,Z,A339   ,Z  ,N406D    ,,240115,AA55376355,,,,,,,,
1196,F,1214,LFPO,EGCC,EZY23ED  ,Z,A20N   ,Z  ,GUZHU    ,,240115,AA55363294,,,,,,,,
1197,F,1221,LFPG,BIKF,ICE7J    ,Z,B39M   ,Z  ,TFICD    ,,240115,AA55373592,,,,,,,,
1198,F,1216,LFPB,LSZH,LMJ696F  ,Z,C56X   ,Z  ,CSEFF    ,,240115,AA55369631,,,,,,,,
1200,F,1228,LFSB,KLGA,LXJ652   ,Z,GLF6   ,Z  ,N652FX   ,,240115,AA55357539,,,,,,,,
1203,F,1207,LFPB,LBSF,NJE325P  ,Z,C68A   ,Z  ,CSLTW    ,,240115,AA55366422,,,,,,,,
1205,F,1210,LFPB,LCLK,OKPHA    ,Z,E55P   ,Z  ,OKPHA    ,,240115,AA55352854,,,,,,,,
1209,F,1222,LFPG,EDDB,AFR63VN  ,Z,BCS3   ,Z  ,FHZUI    ,,240115,AA55369059,,,,,,,,
1210,F,1310,LFPG,EDDM,AFR94JJ  ,Z,E190   ,Z  ,FHBLX    ,,240115,AA55351400,,,,,,,,
1216,F,1242,LFBO,EDDK,GAF923   ,M,A359   ,001,1001     ,,240115,AA55371250,,,,,,,,
1217,F,1240,LFPG,VVNB,HVN18    ,Z,A359   ,Z  ,VNA892   ,,240115,AA55369500,,,,,,,,
1218,F,1352,LFMN,EHAM,KLM28W   ,Z,E295   ,Z  ,PHNXJ    ,,240115,AA55373741,,,,,,,,
1224,F,1311,LFPG,WSSS,AFR182   ,Z,B789   ,Z  ,FHRBF    ,,240115,AA55373071,,,,,,,,
1231,F,1235,LFOB,LRCL,RYR396C  ,Z,B38M   ,Z  ,9HVUS    ,,240115,AA55368250,,,,,,,,
1232,F,1231,LFPG,ESSA,SAS88K   ,Z,A20N   ,Z  ,EISII    ,,240115,AA55370701,,,,,,,,
1235,F,1354,LFJL,LFBO,TJT31LX  ,Z,B190   ,Z  ,FGLND    ,,240115,AA55355693,,,,,,,,
1237,F,1323,LFPG,RKSI,AFR264   ,Z,B77W   ,Z  ,FGZNJ    ,,240115,AA55372976,,,,,,,,
1248,F,1238,LFPG,LDZA,AFR29NT  ,Z,E190   ,Z  ,FHBLN    ,,240115,AA55351406,,,,,,,,
1249,F,1255,LFPO,LHBP,WZZ836   ,Z,A21N   ,Z  ,HALZW    ,,240115,AA55360833,,,,,,,,
1259,F,1318,LFST,LFBD,VOE24BF  ,Z,A320   ,Z  ,ECNTM    ,,240115,AA55363871,,,,,,,,
1262,F,1238,LFMN,EBBR,BEL3VF   ,Z,A319   ,Z  ,OOSSB    ,,240115,AA55366730,,,,,,,,
1264,F,1331,LFPN,LFSB,JFA43T   ,Z,PC12   ,Z  ,LXJFU    ,,240115,AA55375762,,,,,,,,
1265,F,1228,LFOZ,EDNY,N930GL   ,Z,GLF6   ,Z  ,N930GL   ,,240115,AA55365172,,,,,,,,
1267,F,1301,LFPG,OMDB,AFR662   ,Z,B77W   ,Z  ,FGSQY    ,,240115,AA55374288,,,,,,,,
1276,F,1249,LFJL,DAAG,DAH1217  ,Z,B737   ,Z  ,7TVKT    ,,240115,AA55366645,,,,,,,,
1278,F,1250,LFPB,LYTV,PTN852   ,Z,PC24   ,Z  ,DCOPI    ,,240115,AA55373502,,,,,,,,
1280,F,1308,LFOB,LIPE,RYR68GP  ,Z,B38M   ,Z  ,9HVUV    ,,240115,AA55362470,,,,,,,,
1283,F,1353,LFPG,EHAM,KLM38P   ,Z,B738   ,Z  ,PHBXU    ,,240115,AA55365902,,,,,,,,
1287,F,1325,LFST,DAAG,DTH3019  ,Z,B738   ,Z  ,7TVCT    ,,240115,AA55354880,,,,,,,,
1290,F,1305,LFPG,LTFM,THY66W   ,Z,A332   ,Z  ,TCJNC    ,,240115,AA55372221,,,,,,,,
1292,F,1320,LFQQ,DAAG,DAH1075  ,Z,B738   ,Z  ,7TVKC    ,,240115,AA55366711,,,,,,,,
1296,F,1253,LFSB,LEPA,EZS41XH  ,Z,A320   ,Z  ,HBJXL    ,,240115,AA55361707,,,,,,,,
1297,F,1457,LFRS,EHAM,KLM1456  ,Z,E295   ,Z  ,PHNXI    ,,240115,AA55367131,,,,,,,,
1298,F,1307,LFPB,EDDS,LXG2ES   ,Z,C25M   ,Z  ,DIXON    ,,240115,AA55368992,,,,,,,,
1306,F,1305,LFBD,EDDF,DLH65N   ,Z,CRJ9   ,Z  ,DACNB    ,,240115,AA55357695,,,,,,,,
1311,F,1339,LFST,LEMD,ANE8243  ,Z,CRJ2   ,Z  ,ECNLM    ,,240115,AA55360762,,,,,,,,
1313,F,1418,LFSN,LFPV,CRM3821  ,Z,TBM7   ,Z  ,TBN      ,,240115,AA55375991,,,,,,,,
1316,F,1304,LFPO,EGGD,EZY86YM  ,Z,A320   ,Z  ,GEZWS    ,,240115,AA55363986,,,,,,,,
1317,F,1319,LFPB,LSZS,IXR115A  ,Z,C510   ,Z  ,FHAHA    ,,240115,AA55375479,,,,,,,,
1321,F,1455,LFBO,EHAM,KLM82R   ,Z,E190   ,Z  ,PHEXB    ,,240115,AA55368727,,,,,,,,
1322,F,1329,LFPO,LSZH,KOC01    ,Z,A320   ,Z  ,B6738    ,,240115,AA55374369,,,,,,,,
1325,F,1318,LFPG,ENTC,NOZ1481  ,Z,B738   ,Z  ,LNENS    ,,240115,AA55364519,,,,,,,,
1334,F,1341,LFPG,ENGM,AFR88MA  ,Z,A319   ,Z  ,FGRXF    ,,240115,AA55370299,,,,,,,,
1337,F,1329,LFOB,LICJ,RYR63FX  ,Z,B738   ,Z  ,9HQBX    ,,240115,AA55361929,,,,,,,,
1338,F,1326,LFPG,ENGM,SAS834   ,Z,A320   ,Z  ,OYKAS    ,,240115,AA55373686,,,,,,,,
1341,F,1328,LFPG,EPWA,AFR63LG  ,Z,BCS3   ,Z  ,FHZUZ    ,,240115,AA55370635,,,,,,,,
1345,F,1336,LFPG,OKKK,KAC168   ,Z,B77W   ,Z  ,9KAOC    ,,240115,AA55373189,,,,,,,,
1346,F,1327,LFBO,EBCI,RYR2FZ   ,Z,B738   ,Z  ,EIEKN    ,,240115,AA55362650,,,,,,,,
1348,F,1335,LFPG,EIDW,EIN525   ,Z,A320   ,Z  ,EIDEG    ,,240115,AA55356479,,,,,,,,
1349,F,1322,LFMN,LFQQ,EJU675Z  ,Z,A320   ,Z  ,OEINA    ,,240115,AA55362238,,,,,,,,
1352,F,1320,LFMK,EBCI,RYR8024  ,Z,B738   ,Z  ,EIDHP    ,,240115,AA55363007,,,,,,,,
1355,F,1343,LFPG,LTFJ,THY1LR   ,Z,A320   ,Z  ,YLLDI    ,,240115,AA55365121,,,,,,,,
1357,F,1329,LFMN,EGLL,BAW347N  ,Z,A21N   ,Z  ,GNEOP    ,,240115,AA55364857,,,,,,,,
1358,F,1330,LFLL,EGLL,BAW40YL  ,Z,A319   ,Z  ,GEUPK    ,,240115,AA55364262,,,,,,,,
1361,F,1406,LFPG,EGPF,EZY43WM  ,Z,A20N   ,Z  ,GUZLM    ,,240115,AA55364820,,,,,,,,
1366,F,1343,LFPO,LIPX,VOE17QN  ,Z,A319   ,Z  ,ECNBD    ,,240115,AA55364811,,,,,,,,
1372,F,1346,LFRS,LSZH,SWR6PV   ,Z,BCS1   ,Z  ,HBJBE    ,,240115,AA55373682,,,,,,,,
1373,F,1350,LFPG,OMDB,UAE65W   ,Z,A388   ,Z  ,A6EEB    ,,240115,AA55374238,,,,,,,,
1374,F,1645,LFPG,EHAM,AFR87JX  ,Z,A319   ,Z  ,FGRXK    ,,240115,AA55377880,,,,,,,,
1379,F,1337,LFMN,EBCI,JFA22B   ,Z,PC12   ,Z  ,LXJFA    ,,240115,AA55377334,,,,,,,,
1383,F,1402,LFPB,LSZR,VJH716   ,Z,E35L   ,Z  ,DAWIN    ,,240115,AA55375710,,,,,,,,
1385,F,1435,LFST,LFMN,VOE25UB  ,Z,A320   ,Z  ,ECNOM    ,,240115,AA55364952,,,,,,,,
1390,F,1357,LFPG,ESGG,AFR65KG  ,Z,E190   ,Z  ,FHBLL    ,,240115,AA55352786,,,,,,,,
1393,F,1358,LFSB,LEMD,PJZ037   ,Z,CL30   ,Z  ,HBJGQ    ,,240115,AA55355479,,,,,,,,
1395,F,1427,LFST,LFLL,AFR27CH  ,Z,E170   ,Z  ,FHBXF    ,,240115,AA55352924,,,,,,,,
1396,F,1456,LFMN,LFPO,AFR61AP  ,Z,A318   ,Z  ,FGUGM    ,,240115,AA55371050,,,,,,,,
1404,F,1349,LFLL,EIDW,EIN55N   ,Z,A320   ,Z  ,EIFNJ    ,,240115,AA55358412,,,,,,,,
1406,F,1412,LFPG,EGCC,EZY56LG  ,Z,A320   ,Z  ,GEZWY    ,,240115,AA55362127,,,,,,,,
1408,F,1609,LFLL,EHAM,AFR34SG  ,Z,E170   ,Z  ,FHBXF    ,,240115,AA55353151,,,,,,,,
1412,F,1406,LFPO,LTFJ,PGT1136  ,Z,A21N   ,Z  ,TCRDE    ,,240115,AA55370428,,,,,,,,
1418,F,1436,LFPG,LKPR,CSA1DZ   ,Z,A320   ,Z  ,OKIOO    ,,240115,AA55370421,,,,,,,,
1428,F,1512,LFPG,LSZH,SWR9MT   ,Z,E295   ,Z  ,HBAZL    ,,240115,AA55355294,,,,,,,,
1432,F,1407,LFMN,ELLX,LGL86N   ,Z,DH8D   ,Z  ,LXLGF    ,,240115,AA55353148,,,,,,,,
1435,F,1438,LFPO,LIRF,VLG6252  ,Z,A320   ,Z  ,ECMOG    ,,240115,AA55364977,,,,,,,,
1442,F,1437,LFOB,LIME,RYR42PX  ,Z,B38M   ,Z  ,9HVUX    ,,240115,AA55363017,,,,,,,,
1448,F,1924,DNMM,EBBR,BCS082   ,Z,A306   ,Z  ,DAEAE    ,,240115,AA55371746,,,,,,,,
1454,F,1440,LFPG,OTHH,QTR74J   ,Z,B77W   ,Z  ,A7BEE    ,,240115,AA55368313,,,,,,,,
1456,F,1428,LFPG,OEJN,SVA126   ,Z,B789   ,Z  ,HZARC    ,,240115,AA55372285,,,,,,,,
1460,F,1438,LFPG,LIPZ,AFR1226  ,Z,E190   ,Z  ,FHBLV    ,,240115,AA55353424,,,,,,,,
1475,F,1524,LFPG,EFHK,FIN8NA   ,Z,E190   ,Z  ,OHLKR    ,,240115,AA55367569,,,,,,,,
1482,F,1448,LFPG,EGNT,AFR43KF  ,Z,E170   ,Z  ,FHBXA    ,,240115,AA55353525,,,,,,,,
1483,F,1449,LFPG,EDDM,AFR95NL  ,Z,A319   ,Z  ,FGRHY    ,,240115,AA55372231,,,,,,,,
1486,F,1442,LFPV,EPWA,CTM007   ,M,F900   ,003,FRAFP    ,,240115,AA55376616,,,,,,,,
1487,F,1518,LFPG,LLBG,ELY324   ,Z,B789   ,Z  ,4XEDE    ,,240115,AA55372857,,,,,,,,
1489,F,1430,LFSB,GMMX,EZS94BK  ,Z,A20N   ,Z  ,HBAYN    ,,240115,AA55370676,,,,,,,,
1498,F,1617,LFLB,EHAM,VJH784   ,Z,E35L   ,Z  ,DAHOS    ,,240115,AA55375317,,,,,,,,
1506,F,1457,LFPG,EDDL,AFR1406  ,Z,E190   ,Z  ,FHBLH    ,,240115,AA55353679,,,,,,,,
1507,F,1507,LFPG,LIMC,AFR71VM  ,Z,BCS3   ,Z  ,FHZUV    ,,240115,AA55372424,,,,,,,,
1514,F,1451,LFPO,ENGM,TVF44FQ  ,Z,B738   ,Z  ,FGZHU    ,,240115,AA55371596,,,,,,,,
1517,F,1504,LFPG,VTBS,AFR152   ,Z,B77W   ,Z  ,FGZNI    ,,240115,AA55375482,,,,,,,,
1519,F,1511,LFPG,EDDN,AFR72LF  ,Z,E190   ,Z  ,FHBLR    ,,240115,AA55353822,,,,,,,,
1520,F,1453,LFMN,EGLL,BAW33CE  ,Z,A20N   ,Z  ,GTTNN    ,,240115,AA55366198,,,,,,,,
1522,F,1452,LFSB,LEMG,NJE679P  ,Z,C68A   ,Z  ,CSLTK    ,,240115,AA55372431,,,,,,,,
1526,F,1507,LFPG,LOWW,AFR11WT  ,Z,BCS3   ,Z  ,FHZUB    ,,240115,AA55372692,,,,,,,,
1532,F,1537,LFPG,LIRF,AFR14SR  ,Z,BCS3   ,Z  ,FHPNE    ,,240115,AA55378759,,,,,,,,
1534,F,1524,LFPG,VHHH,CMA610   ,Z,B77L   ,Z  ,FHMRB    ,,240115,AA55370759,,,,,,,,
1539,F,1516,LFPG,ESSA,AFR1062  ,Z,A321   ,Z  ,FGTAZ    ,,240115,AA55372141,,,,,,,,
1540,F,1510,LFPG,LKPR,AFR22BF  ,Z,A320   ,Z  ,FHEPJ    ,,240115,AA55372550,,,,,,,,
1545,F,1457,LFLB,EBKT,FJO64J   ,Z,E550   ,Z  ,9HJFX    ,,240115,AA55360286,,,,,,,,
1554,F,1510,LFLS,EGCC,RYR40SC  ,Z,B38M   ,Z  ,EIIJC    ,,240115,AA55365340,,,,,,,,
1564,F,1509,LFLL,KAPA,VPCTA    ,Z,GLF5   ,Z  ,VPCTA    ,,240115,AA55372964,,,,,,,,
1571,F,1523,LFPO,LIPZ,EJU98LZ  ,Z,A320   ,Z  ,OEICN    ,,240115,AA55366098,,,,,,,,
1586,F,1552,LFPG,EIDW,AFR69HH  ,Z,BCS3   ,Z  ,FHZUD    ,,240115,AA55371795,,,,,,,,
1587,F,1535,LFPG,EKCH,AFR96GB  ,Z,BCS3   ,Z  ,FHZUG    ,,240115,AA55371655,,,,,,,,
1589,F,1523,LFSB,LEMG,EZS25DA  ,Z,A320   ,Z  ,OEIJS    ,,240115,AA55370496,,,,,,,,
1593,F,1525,LFRS,EBCI,RYR5732  ,Z,B738   ,Z  ,EIDLC    ,,240115,AA55363764,,,,,,,,
1596,F,1538,LFPG,EDDV,AFR61RD  ,Z,E170   ,Z  ,FHBXH    ,,240115,AA55354319,,,,,,,,
1608,F,1544,LFSB,LEAL,EZS40QU  ,Z,A320   ,Z  ,HBJXQ    ,,240115,AA55364968,,,,,,,,
1617,F,1601,LFQQ,LFMN,EJU524P  ,Z,A320   ,Z  ,OEINA    ,,240115,AA55365020,,,,,,,,
1625,F,1532,LFLS,EGGD,RYR9736  ,Z,B738   ,Z  ,EIEKC    ,,240115,AA55376099,,,,,,,,
1631,F,1649,LFPG,OJAI,RJA118   ,Z,A320   ,Z  ,JYAYQ    ,,240115,AA55364855,,,,,,,,
1636,F,1621,LFPO,EKCH,TVF76QR  ,Z,B738   ,Z  ,FHTVY    ,,240115,AA55372034,,,,,,,,
1638,F,1702,LFBA,EDRY,DCHJD    ,Z,E55P   ,Z  ,DCHJD    ,,240115,AA55377213,,,,,,,,
1640,F,1552,LFOB,EIDW,RYR5RV   ,Z,B738   ,Z  ,EIEVT    ,,240115,AA55363765,,,,,,,,
1644,F,1555,LFLL,LFST,AFR51KJ  ,Z,E170   ,Z  ,FHBXD    ,,240115,AA55354747,,,,,,,,
1645,F,1622,LFPG,LIML,ITY313   ,Z,A320   ,Z  ,EIEIB    ,,240115,AA55374363,,,,,,,,
1651,F,1649,LFMN,LFST,VOE25ZQ  ,Z,A320   ,Z  ,ECNOM    ,,240115,AA55379116,,,,,,,,
1659,F,1615,LFPG,EIDW,EIN5RL   ,Z,A320   ,Z  ,EIGAL    ,,240115,AA55364759,,,,,,,,
1669,F,1642,LFST,LFPB,OYO5     ,Z,P180   ,Z  ,FHUNK    ,,240115,AA55353780,,,,,,,,
1670,F,1613,LFPO,LSZH,QAF5     ,Z,A332   ,Z  ,A7HJJ    ,,240115,AA55372699,,,,,,,,
1673,F,1633,LFPO,LICJ,TVF65NY  ,Z,B738   ,Z  ,FHTVK    ,,240115,AA55377904,,,,,,,,
1674,F,1603,LFPB,LSZH,VJT659   ,Z,C56X   ,Z  ,9HXOB    ,,240115,AA55379094,,,,,,,,
1676,F,1619,LFPO,LIRF,WMT8AE   ,Z,A21N   ,Z  ,9HWAF    ,,240115,AA55364660,,,,,,,,
1684,F,1620,LFPG,OMDW,FDX8     ,Z,B77L   ,Z  ,N843FD   ,,240115,AA55377272,,,,,,,,
1691,F,1653,LFPG,EHAM,AFR76TL  ,Z,BCS3   ,Z  ,FHZUN    ,,240115,AA55373840,,,,,,,,
1694,F,1640,LFML,EHAM,KLM1268  ,Z,E295   ,Z  ,PHNXE    ,,240115,AA55373559,,,,,,,,
1704,F,1628,LFSB,LFPG,FDX6337  ,Z,B752   ,Z  ,N923FD   ,,240115,AA55377461,,,,,,,,
1709,F,1651,LFPG,EDDV,ABR255   ,Z,B738   ,Z  ,EIAZG    ,,240115,AA55375990,,,,,,,,
1714,F,1647,LFMU,EBCI,RYR4YC   ,Z,B738   ,Z  ,EIEBN    ,,240115,AA55371126,,,,,,,,
1718,F,1641,LFBD,ELLX,VLJ852V  ,Z,C25A   ,Z  ,FHEMI    ,,240115,AA55352892,,,,,,,,
1720,F,1649,LFPG,LIPZ,AFR32SQ  ,Z,BCS3   ,Z  ,FHPNF    ,,240115,AA55374673,,,,,,,,
1721,F,1655,LFPG,EDDB,AFR86ME  ,Z,BCS3   ,Z  ,FHPNA    ,,240115,AA55374790,,,,,,,,
1722,F,1651,LFPG,LFSB,AFR92MG  ,Z,E190   ,Z  ,FHBLP    ,,240115,AA55355484,,,,,,,,
1735,F,1651,LFPO,LIRF,TVF90HN  ,Z,B738   ,Z  ,FGZHK    ,,240115,AA55378387,,,,,,,,
1743,F,1655,LFPO,LIRF,EJU13AY  ,Z,A320   ,Z  ,OEIJB    ,,240115,AA55366183,,,,,,,,
1749,F,1725,LFPG,LTFM,THY8VT   ,Z,A321   ,Z  ,TCJSZ    ,,240115,AA55377137,,,,,,,,
1762,F,1703,LFMN,EGLL,BAW70CE  ,Z,A320   ,Z  ,GEUYA    ,,240115,AA55368201,,,,,,,,
1764,F,1708,LFPG,EGNM,EXS9FE   ,Z,B738   ,Z  ,GJZBX    ,,240115,AA55367032,,,,,,,,
1773,F,1710,LFPG,LSZH,AFR77TQ  ,Z,A321   ,Z  ,FGTAD    ,,240115,AA55374879,,,,,,,,
1777,F,1753,LFST,LEMD,ANE8241  ,Z,CRJ2   ,Z  ,ECMNB    ,,240115,AA55372449,,,,,,,,
1779,F,1717,LFBO,EBBR,BEL87E   ,Z,A319   ,Z  ,OOSSX    ,,240115,AA55372391,,,,,,,,
1783,F,1733,LFPG,LIRF,ITY325   ,Z,A20N   ,Z  ,EIHOF    ,,240115,AA55375637,,,,,,,,
1789,F,1737,LFPG,EHAM,AFR1440  ,Z,BCS3   ,Z  ,FHZUY    ,,240115,AA55375255,,,,,,,,
1792,F,1741,LFPO,EIDW,TVF19VK  ,Z,B738   ,Z  ,FHTVO    ,,240115,AA55368483,,,,,,,,
1793,F,1738,LFPO,LIMC,VLG8430  ,Z,A321   ,Z  ,ECMLM    ,,240115,AA55381183,,,,,,,,
1794,F,1732,LFML,EGLL,BAW13MR  ,Z,A320   ,Z  ,GEUUZ    ,,240115,AA55367503,,,,,,,,
1796,F,1732,LFPG,LIRQ,AFR1766  ,Z,A319   ,Z  ,FGRHN    ,,240115,AA55375337,,,,,,,,
1798,F,1731,LFPG,LUKK,FIA902   ,Z,B738   ,Z  ,9HSAT    ,,240115,AA55358909,,,,,,,,
1803,F,1742,LFRG,LIML,VJT968   ,Z,GLEX   ,Z  ,9HVJW    ,,240115,AA55376500,,,,,,,,
1805,F,1746,LFST,EHAM,AIA6774  ,Z,E145   ,Z  ,FHYOG    ,,240115,AA55360160,,,,,,,,
1806,F,1739,LFPO,LIPZ,EJU12NW  ,Z,A320   ,Z  ,OEIVF    ,,240115,AA55366715,,,,,,,,
1813,F,1741,LFPG,LROP,AFR1088  ,Z,A319   ,Z  ,FGRHZ    ,,240115,AA55375421,,,,,,,,
1818,F,1740,LFBD,EKCH,RYR514   ,Z,B38M   ,Z  ,EIHES    ,,240115,AA55381000,,,,,,,,
1821,F,1811,LFST,LFLL,AFR27GL  ,Z,E170   ,Z  ,FHBXD    ,,240115,AA55356320,,,,,,,,
1826,F,1740,LFLL,EGKK,EJU10AF  ,Z,A319   ,Z  ,OELKL    ,,240115,AA55366895,,,,,,,,
1832,F,1745,LFLL,EBBR,BEL6GT   ,Z,A319   ,Z  ,OOSSF    ,,240115,AA55373103,,,,,,,,
1840,F,1754,LFML,EGSS,RYR9RF   ,Z,B38M   ,Z  ,EIHET    ,,240115,AA55381250,,,,,,,,
1842,F,1810,LFLL,ESGG,BRX2P    ,Z,AT76   ,Z  ,SEMKL    ,,240115,AA55360478,,,,,,,,
1844,F,1804,LFPB,LKPR,ECC702   ,Z,GLEX   ,Z  ,OKGRX    ,,240115,AA55381529,,,,,,,,
1848,F,1807,LFPG,HECA,AFR568   ,Z,A359   ,Z  ,FHTYK    ,,240115,AA55378269,,,,,,,,
1849,F,1821,LFOB,LIME,RYR323J  ,Z,B738   ,Z  ,9HQAW    ,,240115,AA55373324,,,,,,,,
1856,F,1832,LFOB,EPGD,RYR40AA  ,Z,B738   ,Z  ,SPRNC    ,,240115,AA55369283,,,,,,,,
1867,F,1826,LFPG,LIML,AFR53DZ  ,Z,BCS3   ,Z  ,FHZUM    ,,240115,AA55375178,,,,,,,,
1876,F,1833,LFPG,LTFM,THY7HD   ,Z,A333   ,Z  ,TCJNJ    ,,240115,AA55377214,,,,,,,,
1878,F,1821,LFSB,LFPG,AFR72JP  ,Z,E190   ,Z  ,FHBLP    ,,240115,AA55356971,,,,,,,,
1883,F,1850,LFPG,HKJK,KQA115   ,Z,B788   ,Z  ,5YKZD    ,,240115,AA55378942,,,,,,,,
1890,F,1836,LFRS,EHAM,KLM1460  ,Z,E190   ,Z  ,PHEZB    ,,240115,AA55373740,,,,,,,,
1891,F,1836,LFPG,LHBP,AFR1694  ,Z,A320   ,Z  ,FHEPH    ,,240115,AA55376368,,,,,,,,
1898,F,1844,LFPG,LIML,ITY315   ,Z,A320   ,Z  ,EIDTJ    ,,240115,AA55377016,,,,,,,,
1910,F,1847,LFBD,EHEH,TRA28C   ,Z,B738   ,Z  ,PHHBN    ,,240115,AA55382459,,,,,,,,
1924,F,1906,LFMN,EGKK,EFW77I   ,Z,A321   ,Z  ,GEUXE    ,,240115,AA55371091,,,,,,,,
1926,F,1914,LFOB,LIRA,RYR1ZU   ,Z,B738   ,Z  ,9HQBK    ,,240115,AA55373644,,,,,,,,
1930,F,1922,LFPG,EPWA,LOT336   ,Z,E190   ,Z  ,SPLMH    ,,240115,AA55377624,,,,,,,,
1932,F,1908,LFPG,EPWA,AFR82TD  ,Z,BCS3   ,Z  ,FHPNG    ,,240115,AA55376943,,,,,,,,
1933,F,1910,LFSB,EGLL,BAW76GF  ,Z,A320   ,Z  ,GMIDO    ,,240115,AA55370795,,,,,,,,
1940,F,1911,LFPG,EDDM,DLH99T   ,Z,A319   ,Z  ,DAIBC    ,,240115,AA55375516,,,,,,,,
1942,F,1905,LFPG,OEAO,KLJ0204  ,Z,B733   ,Z  ,LYCHF    ,,240115,AA55365581,,,,,,,,
1955,F,1945,LFST,GMAD,RYR95H   ,Z,B738   ,Z  ,EIEBY    ,,240115,AA55372106,,,,,,,,
1963,F,1929,LFPG,VIDP,AIC142   ,Z,B788   ,Z  ,VTANT    ,,240115,AA55377660,,,,,,,,
1971,F,1934,LFBO,EHAM,KLM79Z   ,Z,E295   ,Z  ,PHNXF    ,,240115,AA55373301,,,,,,,,
1976,F,1934,LFPG,EGNT,AFR67KR  ,Z,E170   ,Z  ,FHBXA    ,,240115,AA55357928,,,,,,,,
1980,F,1930,LFLL,LFST,AFR64UN  ,Z,E170   ,Z  ,FHBXD    ,,240115,AA55358130,,,,,,,,
1983,F,1947,LFPG,EGCC,EZY50LD  ,Z,A320   ,Z  ,GEZRX    ,,240115,AA55368780,,,,,,,,
1987,F,1945,LFPG,EKCH,SAS1560  ,Z,A20N   ,Z  ,EISIE    ,,240115,AA55378431,,,,,,,,
1991,F,1935,LFPG,LIMC,FDX21    ,Z,B763   ,Z  ,N132FE   ,,240115,AA55377547,,,,,,,,
2009,F,1956,LFPG,EDDH,AFR41NZ  ,Z,BCS3   ,Z  ,FHZUX    ,,240115,AA55377675,,,,,,,,
2016,F,2023,LFOB,LOWW,RYR3ZB   ,Z,A320   ,Z  ,9HLMH    ,,240115,AA55374273,,,,,,,,
2018,F,1952,LFPG,LFSB,FDX6237  ,Z,B752   ,Z  ,N923FD   ,,240115,AA55377558,,,,,,,,
2020,F,2030,LFPG,EGAA,EZY48ZL  ,Z,A320   ,Z  ,GEZTB    ,,240115,AA55369364,,,,,,,,
2024,F,2006,LFPG,LYBE,ASL62A   ,Z,A320   ,Z  ,YUAPS    ,,240115,AA55375051,,,,,,,,
2032,F,2012,LFPG,LKPR,AFR63LP  ,Z,A319   ,Z  ,FGRHK    ,,240115,AA55377944,,,,,,,,
2033,F,2016,LFPG,EGCC,AFR79ZA  ,Z,A320   ,Z  ,FGKXL    ,,240115,AA55377921,,,,,,,,
2036,F,2026,LFQQ,LFBO,EJU345G  ,Z,A319   ,Z  ,OELKX    ,,240115,AA55369487,,,,,,,,
2037,F,2017,LFPG,RKSI,KAL902   ,Z,B748   ,Z  ,HL7644   ,,240115,AA55381101,,,,,,,,
2042,F,2023,LFOB,LBSF,WZZ2121  ,Z,A320   ,Z  ,HALPK    ,,240115,AA55369699,,,,,,,,
2043,F,2018,LFPG,ENGM,AFR19TG  ,Z,A320   ,Z  ,FGKXM    ,,240115,AA55377840,,,,,,,,
2044,F,2032,LFPG,WSSS,AFR256   ,Z,B77W   ,Z  ,FGSQU    ,,240115,AA55380521,,,,,,,,
2048,F,2019,LFPG,EDDM,AFR39WJ  ,Z,A320   ,Z  ,FGKXP    ,,240115,AA55377765,,,,,,,,
2050,F,2019,LFPG,LIRQ,AFR75MU  ,Z,A319   ,Z  ,FGRHY    ,,240115,AA55378086,,,,,,,,
2053,F,2058,LFPG,OOMS,OMA132   ,Z,B789   ,Z  ,A4OSI    ,,240115,AA55379399,,,,,,,,
2057,F,2028,LFPG,OMAA,AFR638   ,Z,A359   ,Z  ,FHTYE    ,,240115,AA55381043,,,,,,,,
2058,F,2012,LFMN,EGLL,BAW39P   ,Z,A20N   ,Z  ,GTTNL    ,,240115,AA55372551,,,,,,,,
2059,F,2026,LFPG,HAAB,ETH735   ,Z,A359   ,Z  ,ETAVD    ,,240115,AA55380823,,,,,,,,
2060,F,2012,LFSB,LEBL,EJU81DR  ,Z,A319   ,Z  ,OELQD    ,,240115,AA55369919,,,,,,,,
2061,F,2038,LFPG,EKBI,AFR96LA  ,Z,E190   ,Z  ,FHBLP    ,,240115,AA55359077,,,,,,,,
2067,F,2036,LFPG,LIML,AFR1732  ,Z,BCS3   ,Z  ,FHZUV    ,,240115,AA55378396,,,,,,,,
2073,F,2106,LFPG,EKCH,AFR53BP  ,Z,BCS3   ,Z  ,FHPND    ,,240115,AA55378293,,,,,,,,
2074,F,2050,LFBO,EBBR,BCS5AY   ,Z,B752   ,Z  ,OELNU    ,,240115,AA55379281,,,,,,,,
2075,F,2157,LFPG,EDDP,BCS9GE   ,Z,B752   ,Z  ,OELNB    ,,240115,AA55379132,,,,,,,,
